timestamp_ms,snapshot_id,active_clients,total_actions,cpu_percent
1766393210985,1,1,0,0.0
1766393211040,2,1,0,0.0
1766393211095,3,1,0,0.0
1766393211150,4,1,0,20.0
1766393211205,5,1,0,0.0
1766393211264,6,1,0,20.0
1766393211319,7,1,0,0.0
1766393211374,8,1,0,0.0
1766393211430,9,1,0,20.0
1766393211486,10,1,0,0.0
1766393211545,11,1,0,16.7
1766393211598,12,1,0,0.0
1766393211655,13,1,0,33.3
1766393211711,14,1,0,0.0
1766393211766,15,1,0,0.0
1766393211820,16,1,0,0.0
1766393211875,17,1,0,20.0
1766393211929,18,1,0,0.0
1766393211985,19,1,0,0.0
1766393212045,20,1,0,80.0
1766393212105,21,1,0,50.0
1766393212164,22,1,0,0.0
1766393212218,23,1,0,50.0
1766393212276,24,1,0,25.0
1766393212331,25,1,0,20.0
1766393212387,26,1,0,0.0
1766393212441,27,1,0,0.0
1766393212495,28,1,0,0.0
1766393212552,29,1,0,20.0
1766393212612,30,1,0,25.0
1766393212670,31,1,0,25.0
1766393212728,32,1,0,0.0
1766393212782,33,1,0,0.0
1766393212836,34,1,0,16.7
1766393212890,35,1,0,0.0
1766393212945,36,1,0,0.0
1766393213000,37,1,0,20.0
1766393213054,38,1,0,0.0
1766393213111,39,1,0,40.0
1766393213166,40,1,0,0.0
1766393213224,41,1,0,20.0
1766393213280,42,1,0,0.0
1766393213334,43,1,0,0.0
1766393213389,44,1,0,20.0
1766393213443,45,1,0,0.0
1766393213498,46,1,0,0.0
1766393213556,47,1,0,0.0
1766393213611,48,1,0,0.0
1766393213666,49,1,0,16.7
1766393213720,50,1,0,0.0
1766393213776,51,1,0,0.0
1766393213831,52,1,0,14.3
1766393213886,53,1,0,0.0
1766393213941,54,1,0,0.0
1766393213995,55,1,0,0.0
1766393214050,56,1,0,20.0
1766393214104,57,1,0,0.0
1766393214158,58,1,0,0.0
1766393214213,59,1,0,0.0
1766393214267,60,1,0,0.0
1766393214321,61,1,0,20.0
1766393214375,62,1,0,0.0
1766393214430,63,1,0,0.0
1766393214485,64,1,0,0.0
1766393214540,65,1,0,20.0
1766393214596,66,1,0,0.0
1766393214650,67,1,0,0.0
1766393214704,68,1,0,0.0
1766393214758,69,1,0,20.0
1766393214812,70,1,0,0.0
1766393214866,71,1,0,0.0
1766393214920,72,1,0,0.0
1766393214975,73,1,0,20.0
1766393215030,74,1,0,0.0
1766393215085,75,1,0,20.0
1766393215139,76,1,0,0.0
1766393215192,77,1,0,0.0
1766393215249,78,1,0,25.0
1766393215305,79,1,0,0.0
1766393215360,80,1,0,0.0
1766393215415,81,1,0,20.0
1766393215471,82,1,0,25.0
1766393215528,83,1,0,0.0
1766393215584,84,1,0,20.0
1766393215639,85,1,0,0.0
1766393215695,86,1,0,0.0
1766393215754,87,1,0,0.0
1766393215810,88,1,0,20.0
1766393215866,89,1,0,0.0
1766393215922,90,1,0,20.0
1766393215978,91,1,0,0.0
1766393216032,92,1,0,16.7
1766393216089,93,1,0,0.0
1766393216143,94,1,0,0.0
1766393216197,95,1,0,0.0
1766393216252,96,1,0,0.0
1766393216306,97,1,0,20.0
1766393216360,98,1,0,0.0
1766393216415,99,1,0,0.0
1766393216468,100,1,0,0.0
1766393216524,101,1,0,0.0
1766393216578,102,1,0,20.0
1766393216634,103,1,0,0.0
1766393216689,104,1,0,0.0
1766393216744,105,1,0,0.0
1766393216799,106,1,0,20.0
1766393216854,107,1,0,0.0
1766393216909,108,1,0,20.0
1766393216963,109,1,0,0.0
1766393217017,110,1,0,0.0
1766393217072,111,1,0,0.0
1766393217126,112,1,0,0.0
1766393217180,113,1,0,20.0
1766393217241,114,1,0,0.0
1766393217298,115,1,0,0.0
1766393217354,116,1,0,0.0
1766393217410,117,1,0,0.0
1766393217466,118,1,0,20.0
1766393217525,119,1,0,16.7
1766393217581,120,1,0,0.0
1766393217639,121,1,0,0.0
1766393217693,122,1,0,0.0
1766393217749,123,1,0,0.0
1766393217806,124,1,0,16.7
1766393217860,125,1,0,0.0
1766393217915,126,1,0,20.0
1766393217971,127,1,0,0.0
1766393218025,128,1,0,0.0
1766393218080,129,1,0,20.0
1766393218135,130,1,0,0.0
1766393218190,131,1,0,0.0
1766393218244,132,1,0,0.0
1766393218299,133,1,0,16.7
1766393218355,134,1,0,0.0
1766393218410,135,1,0,0.0
1766393218464,136,1,0,0.0
1766393218519,137,1,0,20.0
1766393218573,138,1,0,0.0
1766393218628,139,1,0,0.0
1766393218682,140,1,0,0.0
1766393218736,141,1,0,20.0
1766393218790,142,1,0,0.0
1766393218845,143,1,0,16.7
1766393218900,144,1,0,0.0
1766393218956,145,1,0,0.0
1766393219010,146,1,0,16.7
1766393219067,147,1,0,0.0
1766393219128,148,1,0,66.7
1766393219188,149,1,0,20.0
1766393219246,150,1,0,0.0
1766393219303,151,1,0,0.0
1766393219358,152,1,0,0.0
1766393219413,153,1,0,20.0
1766393219469,154,1,0,0.0
1766393219528,155,1,0,0.0
1766393219586,156,1,0,20.0
1766393219640,157,1,0,0.0
1766393219695,158,1,0,20.0
1766393219748,159,1,0,0.0
1766393219803,160,1,0,0.0
1766393219857,161,1,0,0.0
1766393219911,162,1,0,0.0
1766393219965,163,1,0,20.0
1766393220021,164,1,0,0.0
1766393220079,165,1,0,0.0
1766393220134,166,1,0,16.7
1766393220190,167,1,0,0.0
1766393220245,168,1,0,0.0
1766393220299,169,1,0,20.0
1766393220354,170,1,0,20.0
1766393220409,171,1,0,0.0
1766393220464,172,1,0,0.0
1766393220521,173,1,0,20.0
1766393220576,174,1,0,0.0
1766393220630,175,1,0,0.0
1766393220684,176,1,0,0.0
1766393220740,177,1,0,20.0
1766393220795,178,1,0,0.0
1766393220850,179,1,0,0.0
1766393220907,180,1,0,14.3
1766393220962,181,1,0,0.0
1766393221017,182,1,0,0.0
1766393221072,183,1,0,0.0
1766393221127,184,1,0,0.0
1766393221184,185,1,0,20.0
1766393221240,186,1,0,0.0
1766393221295,187,1,0,0.0
1766393221352,188,1,0,20.0
1766393221407,189,1,0,0.0
1766393221462,190,1,0,20.0
1766393221518,191,1,0,0.0
1766393221572,192,1,0,0.0
1766393221626,193,1,0,0.0
1766393221679,194,1,0,20.0
1766393221736,195,1,0,0.0
1766393221790,196,1,0,0.0
1766393221844,197,1,0,0.0
1766393221900,198,1,0,0.0
1766393221956,199,1,0,0.0
1766393222010,200,1,0,16.7
1766393222069,201,1,0,0.0
1766393222124,202,1,0,0.0
1766393222182,203,1,0,16.7
1766393222238,204,1,0,0.0
1766393222293,205,1,0,0.0
1766393222350,206,1,0,33.3
1766393222407,207,1,0,0.0
1766393222466,208,1,0,0.0
1766393222522,209,1,0,0.0
1766393222578,210,1,0,20.0
1766393222634,211,1,0,0.0
1766393222688,212,1,0,0.0
1766393222743,213,1,0,16.7
1766393222798,214,1,0,0.0
1766393222853,215,1,0,0.0
1766393222907,216,1,0,0.0
1766393222962,217,1,0,20.0
1766393223019,218,1,0,0.0
1766393223074,219,1,0,0.0
1766393223136,220,1,0,20.0
1766393223194,221,1,0,0.0
1766393223254,222,1,0,16.7
1766393223317,223,1,0,0.0
1766393223377,224,1,0,40.0
1766393223440,225,1,0,0.0
1766393223506,226,1,0,33.3
1766393223566,227,1,0,25.0
1766393223626,228,1,0,16.7
1766393223685,229,1,0,40.0
1766393223743,230,1,0,0.0
1766393223801,231,1,0,20.0
1766393223863,232,1,0,25.0
1766393223924,233,1,0,20.0
1766393223990,234,1,0,25.0
1766393224051,235,1,0,14.3
1766393224110,236,1,0,0.0
1766393224170,237,1,0,20.0
1766393224229,238,1,0,0.0
1766393224286,239,1,0,33.3
1766393224345,240,1,0,0.0
1766393224403,241,1,0,16.7
1766393224464,242,1,0,40.0
1766393224527,243,1,0,0.0
1766393224589,244,1,0,20.0
1766393224648,245,1,0,0.0
1766393224708,246,1,0,20.0
1766393224769,247,1,0,20.0
1766393224832,248,1,0,20.0
1766393224891,249,1,0,20.0
1766393224950,250,1,0,25.0
1766393225011,251,1,0,0.0
1766393225071,252,1,0,33.3
1766393225126,253,1,0,0.0
1766393225180,254,1,0,0.0
1766393225234,255,1,0,0.0
1766393225289,256,1,0,0.0
1766393225349,257,1,0,16.7
1766393225418,258,1,0,25.0
1766393225485,259,1,0,20.0
1766393225547,260,1,0,33.3
1766393225606,261,1,0,0.0
1766393225666,262,1,0,20.0
1766393225727,263,1,0,16.7
1766393225790,264,1,0,40.0
1766393225848,265,1,0,0.0
1766393225906,266,1,0,0.0
1766393225964,267,1,0,20.0
1766393226023,268,1,0,0.0
1766393226083,269,1,0,20.0
1766393226145,270,1,0,20.0
1766393226206,271,1,0,25.0
1766393226268,272,1,0,20.0
1766393226332,273,1,0,0.0
1766393226393,274,1,0,40.0
1766393226461,275,1,0,16.7
1766393226518,276,1,0,0.0
1766393226579,277,1,0,25.0
1766393226642,278,1,0,20.0
1766393226704,279,1,0,20.0
1766393226773,280,1,0,33.3
1766393226840,281,1,0,0.0
1766393226899,282,1,0,0.0
1766393226955,283,1,0,25.0
1766393227014,284,1,0,33.3
1766393227073,285,1,0,0.0
1766393227130,286,1,0,20.0
1766393227187,287,1,0,20.0
1766393227248,288,1,0,33.3
1766393227307,289,1,0,0.0
1766393227369,290,1,0,25.0
1766393227433,291,1,0,20.0
1766393227499,292,1,0,25.0
1766393227561,293,1,0,20.0
1766393227624,294,1,0,16.7
1766393227681,295,1,0,0.0
1766393227744,296,1,0,33.3
1766393227807,297,1,0,0.0
1766393227869,298,1,0,40.0
1766393227930,299,1,0,0.0
1766393227991,300,1,0,25.0
1766393228051,301,1,0,0.0
1766393228115,302,1,0,33.3
1766393228179,303,1,0,0.0
1766393228241,304,1,0,40.0
1766393228302,305,1,0,0.0
